id,latitude,longitude,crime_type,timestamp,area_name
2407383c7772,12.907846,77.676447,murder,2025-02-07T15:25:00,sarjapur road
79da238e5d04,12.984577,77.533181,murder,2025-02-05T15:52:00,basaveshwaranagar
ebcc2455d8cf,12.910291,77.684765,murder,2025-02-02T01:03:00,sarjapur road
07059f5fa48e,12.976601,77.635956,murder,2025-02-19T17:45:00,indiranagar
3db45c48393d,12.977988,77.644454,murder,2025-02-11T22:28:00,indiranagar
483a78d97a6f,13.022809,77.545461,murder,2025-02-16T20:27:00,yeshwanthpur
b456f034f4ef,12.978041,77.637785,murder,2025-02-10T11:50:00,indiranagar
410893f242e8,12.984112,77.534525,murder,2025-02-27T10:03:00,basaveshwaranagar
1ac32ed4fe52,13.02754,77.553214,murder,2025-02-10T22:40:00,yeshwanthpur
8a728a49eff4,13.034875,77.519571,murder,2025-02-05T15:31:00,peenya
c86dc6f8b494,12.966121,77.605476,murder,2025-02-19T08:29:00,brigade road
c25dc14c1141,12.938625,77.627533,murder,2025-02-15T10:29:00,koramangala
7043583c2172,12.912016,77.611253,murder,2025-02-03T03:43:00,btm layout
70d595c03459,12.983397,77.60169,murder,2025-02-19T01:49:00,shivajinagar
a80dcc66f18a,12.976833,77.640289,murder,2025-02-13T02:42:00,indiranagar
ef73810334bd,13.006485,77.695227,murder,2025-02-20T16:33:00,kr puram
2aeef7322565,12.846631,77.675188,murder,2025-02-24T13:34:00,electronic city
9e539442d964,13.02715,77.513435,murder,2025-02-14T13:36:00,peenya
ac949e23b851,12.905177,77.636518,murder,2025-02-17T05:32:00,hsr layout
7025295c82e8,12.996144,77.568049,murder,2025-02-26T14:52:00,malleshwaram
c4621bdec321,12.929019,77.585634,murder,2025-02-24T11:55:00,jayanagar
e078e0995b81,13.001141,77.574449,murder,2025-02-25T03:18:00,malleshwaram
e7779411780c,12.89583,77.616281,murder,2025-02-25T01:29:00,bommanahalli
e307c6be5f06,12.916875,77.603629,murder,2025-02-26T12:41:00,btm layout
6234b6f4fdb2,12.902687,77.621403,murder,2025-02-13T21:06:00,bommanahalli
9bff3cec5138,12.959562,77.696494,murder,2025-02-16T05:20:00,marathahalli
5da94c55f305,12.901724,77.591691,murder,2025-02-22T10:57:00,jp nagar
53aacf57268c,12.891765,77.594965,murder,2025-02-25T16:39:00,bannerghatta road
16604d728897,12.913705,77.642489,murder,2025-02-17T02:05:00,hsr layout
e8832711b46b,12.992695,77.569385,murder,2025-02-10T08:57:00,malleshwaram
a88e9374b7d1,12.974121,77.527483,murder,2025-02-21T03:07:00,vijayanagar
5174c09649f5,12.992556,77.605872,murder,2025-02-21T04:36:00,frazer town
e857ebbb7e89,12.975071,77.611763,murder,2025-02-19T10:34:00,brigade road
fd12dcbb3c77,12.917338,77.629015,murder,2025-02-15T12:41:00,silk board
dcdcc0c08915,12.969067,77.604424,murder,2025-02-07T11:52:00,brigade road
ad0108c748a9,12.930162,77.543241,murder,2025-02-10T17:38:00,banashankari
0bb7f0048a3c,12.974379,77.606417,murder,2025-02-25T19:05:00,mg road
4d755e3a3e57,12.906476,77.57812,murder,2025-02-26T04:25:00,jp nagar
4cfa2cafa270,13.00791,77.691166,murder,2025-02-18T14:59:00,kr puram
6ee711a8033a,12.924126,77.611835,murder,2025-02-12T16:36:00,madiwala
c7b9424112bf,13.033456,77.595734,murder,2025-02-27T16:08:00,hebbal
a10291a36c02,12.910662,77.643905,murder,2025-02-06T08:55:00,hsr layout
bef3e59daffa,13.002331,77.579486,murder,2025-02-13T21:53:00,sadashivanagar
2e228fde1986,12.998999,77.576946,murder,2025-02-05T00:44:00,malleshwaram
130cc4f3a05f,12.969184,77.594717,murder,2025-02-05T19:35:00,richmond town
9340697a5d24,12.989216,77.53687,murder,2025-02-15T08:28:00,basaveshwaranagar
0c061adb12cf,12.8456,77.672733,murder,2025-02-16T22:31:00,electronic city
bad05bbb1490,12.985205,77.642683,murder,2025-02-27T09:11:00,indiranagar
e735b005058f,12.951927,77.595959,murder,2025-02-06T04:04:00,wilson garden
8177d235b27b,12.961127,77.593209,murder,2025-02-03T09:16:00,richmond town
b53e32a1ffc6,13.105887,77.594816,murder,2025-02-03T11:21:00,yelahanka
02ee6ec378c6,12.907294,77.615815,murder,2025-02-27T07:43:00,bommanahalli
7fc4169fc6db,12.972329,77.613574,murder,2025-02-24T03:29:00,mg road
81da2a7c7aaf,12.998886,77.569341,murder,2025-02-24T09:11:00,malleshwaram
f6178e6fc3be,13.005111,77.688137,murder,2025-02-16T03:59:00,kr puram
6ff211339f95,12.936732,77.5767,murder,2025-02-05T08:05:00,jayanagar
5f95462a5003,13.004717,77.58283,murder,2025-02-08T17:50:00,sadashivanagar
9add10176d39,12.980004,77.551091,murder,2025-02-27T04:57:00,rajajinagar
d82df20e0f5b,12.844348,77.674456,murder,2025-02-03T19:43:00,electronic city
df83f90af4a8,12.994497,77.606339,murder,2025-02-24T20:05:00,frazer town
93496d58c1bd,12.950171,77.588228,murder,2025-02-18T08:12:00,wilson garden
4c4c1b7d866e,12.987064,77.554108,murder,2025-02-28T05:06:00,rajajinagar
fcc688a1a019,12.926877,77.591018,murder,2025-02-22T09:06:00,jayanagar
3f731fd0443d,13.000075,77.564576,murder,2025-02-05T05:38:00,malleshwaram
ea0fc5b18a0c,13.009751,77.5825,murder,2025-02-01T22:14:00,sadashivanagar
e5d89b119ed3,12.992574,77.534693,murder,2025-02-02T03:52:00,basaveshwaranagar
002e19948187,12.993598,77.608913,murder,2025-02-02T17:29:00,frazer town
7a453a2b21de,12.979123,77.608458,murder,2025-02-23T15:41:00,brigade road
96e99b53491f,12.963125,77.597429,murder,2025-02-02T04:38:00,richmond town
22546bea1f5d,12.952283,77.597503,murder,2025-02-20T02:37:00,wilson garden
60c39eca2c7c,12.915634,77.635085,murder,2025-02-03T16:09:00,hsr layout
6b15ab7e2fdd,12.986312,77.612104,murder,2025-02-15T06:17:00,shivajinagar
32eaaffc7463,12.95719,77.638606,murder,2025-02-12T09:10:00,domlur
98a044b24c6e,12.900387,77.61166,murder,2025-02-28T02:08:00,bommanahalli
86da9ce8eea9,13.032958,77.593546,murder,2025-02-13T12:28:00,hebbal
f8b9e9517a27,12.932431,77.619108,murder,2025-02-03T21:14:00,koramangala
c947fad8971c,13.107035,77.591477,murder,2025-02-16T13:57:00,yelahanka
2cfd9f67d79f,12.96269,77.638615,murder,2025-02-05T06:53:00,domlur
eda13d2c8bce,12.841301,77.674428,murder,2025-02-23T06:47:00,electronic city
36424c91ba47,12.87906,77.625243,murder,2025-02-18T00:02:00,begur
f1b909b11d7b,12.982424,77.575527,murder,2025-02-03T12:26:00,majestic
8b077c4079c4,12.967106,77.535082,murder,2025-02-09T04:49:00,vijayanagar
2d60b4876158,12.972967,77.74587,murder,2025-02-14T11:41:00,whitefield
d316cba1ac82,13.010462,77.585506,murder,2025-02-22T13:01:00,sadashivanagar
cc22d2e83e94,12.885815,77.558438,murder,2025-02-23T08:32:00,kanakapura road
9adadb8225c3,12.973489,77.599007,murder,2025-02-19T06:25:00,cubbon park
658ff2ee2d6e,12.896763,77.561776,murder,2025-02-03T00:56:00,kanakapura road
8f8340ad8a01,13.025437,77.517816,murder,2025-02-01T03:16:00,peenya
5c9c7ddd6273,12.914234,77.590393,murder,2025-02-26T02:53:00,jp nagar
590e93ea76d4,12.985765,77.605924,murder,2025-02-01T08:30:00,shivajinagar
e8d5767557b9,12.910833,77.61099,murder,2025-02-04T14:01:00,btm layout
4f6c9d8ad6ad,12.939308,77.6281,murder,2025-02-08T15:22:00,koramangala
e10f03de9ccc,13.016203,77.552014,murder,2025-02-23T19:24:00,yeshwanthpur
f091f15959cd,12.918615,77.55155,murder,2025-02-06T22:16:00,banashankari
29f6b2e5c651,12.990089,77.546901,murder,2025-02-24T11:04:00,basaveshwaranagar
e8228859218d,12.971901,77.610351,murder,2025-02-07T22:23:00,brigade road
9386d755b0ee,12.986251,77.614051,murder,2025-02-02T00:06:00,ulsoor
98a0688de27a,12.902103,77.621026,murder,2025-02-10T04:59:00,bommanahalli
b0c026631dfd,12.930313,77.551603,murder,2025-02-01T07:04:00,banashankari
2c97a498f9b0,12.914398,77.617509,murder,2025-02-06T01:25:00,silk board
50d0ca2de396,12.943007,77.595531,murder,2025-02-19T15:18:00,wilson garden
84fa2532c8a8,12.983292,77.569788,murder,2025-02-08T09:51:00,majestic
9aa8a574d5d8,12.894055,77.562245,murder,2025-02-24T20:29:00,kanakapura road
856bb20d9ec8,12.997077,77.57237,murder,2025-02-06T16:43:00,malleshwaram
e828b12cfa11,12.997669,77.6147,murder,2025-02-15T21:18:00,frazer town
cb4fea10a7f3,12.933811,77.629748,murder,2025-02-23T23:51:00,koramangala
bc0101b08e1b,12.925967,77.549676,murder,2025-02-11T18:48:00,banashankari
4df6b6731d29,12.991574,77.572558,murder,2025-02-12T02:02:00,malleshwaram
740e97c4f4e4,13.024819,77.514764,murder,2025-02-04T01:02:00,peenya
3d2510551ce7,12.955411,77.702127,murder,2025-02-21T05:06:00,marathahalli
96ace0968109,12.973635,77.756848,murder,2025-02-15T04:01:00,whitefield
cfbf0c9a2f1e,13.015153,77.693838,murder,2025-02-06T15:59:00,kr puram
ffc26d5d0bd0,12.932546,77.61783,murder,2025-02-17T06:28:00,koramangala
5d70f4a84cc0,12.975702,77.606143,murder,2025-02-02T14:04:00,mg road
b6977d9d69f8,13.098619,77.591765,murder,2025-02-21T18:17:00,yelahanka
405600c6ef0b,12.932041,77.589763,murder,2025-02-05T10:58:00,jayanagar
7401d4bed260,12.97153,77.592944,murder,2025-02-10T20:43:00,cubbon park
ffdb2b6d4db9,12.911589,77.681274,murder,2025-02-14T05:59:00,sarjapur road
e453b79080a7,13.023072,77.556872,murder,2025-02-14T00:46:00,yeshwanthpur
891048e8c78d,12.988695,77.534843,murder,2025-02-15T16:20:00,basaveshwaranagar
6d5f97b8e2d2,13.005179,77.581933,murder,2025-02-05T05:46:00,sadashivanagar
7e8998dca4cb,13.023353,77.548932,murder,2025-02-12T02:43:00,yeshwanthpur
7807bd70aca4,12.913864,77.581869,murder,2025-02-03T11:40:00,jp nagar
8c12ab5af6d8,12.888219,77.600585,murder,2025-02-01T15:41:00,bannerghatta road
62d5e6660da6,12.974804,77.536588,murder,2025-02-11T10:50:00,vijayanagar
ecd82aad7860,12.840475,77.678531,murder,2025-02-19T21:39:00,electronic city
4d333046901b,12.910154,77.678883,murder,2025-02-05T00:54:00,sarjapur road
9bfe9b91a87a,12.996413,77.571047,murder,2025-02-22T22:16:00,malleshwaram
82bd6372db7e,12.992431,77.60681,murder,2025-02-08T06:24:00,shivajinagar
5a644133a88c,12.992924,77.542227,murder,2025-02-07T00:51:00,basaveshwaranagar
6ef810267029,12.927233,77.552547,murder,2025-02-23T13:52:00,banashankari
d5b1de3f671f,12.986561,77.538994,murder,2025-02-18T18:36:00,basaveshwaranagar
10d466cb4db0,12.994188,77.618163,murder,2025-02-04T01:08:00,frazer town
65e79a415016,13.000902,77.583608,murder,2025-02-03T12:26:00,sadashivanagar
e5238ed0b5ea,12.98248,77.588653,murder,2025-02-13T12:24:00,cubbon park
23cb32265f3e,12.986755,77.533677,murder,2025-02-19T11:23:00,basaveshwaranagar
3e9a835d8ee2,12.909069,77.625254,murder,2025-02-06T02:43:00,bommanahalli
3fe99c72b71d,12.930943,77.578641,murder,2025-02-26T06:14:00,jayanagar
3da2222ce98e,12.971961,77.599969,murder,2025-02-09T08:16:00,mg road
a7b3f10d821b,12.89707,77.612814,murder,2025-02-28T12:22:00,bommanahalli
146f2e30f592,12.985972,77.601481,murder,2025-02-23T15:01:00,shivajinagar
a43f439231dd,13.095173,77.603392,murder,2025-02-01T11:37:00,yelahanka
651814853d39,12.963054,77.597252,murder,2025-02-27T07:27:00,richmond town
1857e67e309e,12.919105,77.624568,murder,2025-02-26T16:10:00,silk board
3e0ec250bb54,12.963033,77.540206,murder,2025-02-15T14:17:00,vijayanagar
5152091953cf,12.983715,77.566172,murder,2025-02-28T05:10:00,majestic
9bbc49d0c727,12.983678,77.637476,murder,2025-02-13T20:40:00,indiranagar
de9c631e2513,12.932333,77.578932,murder,2025-02-01T12:34:00,jayanagar
9416e8be26b1,12.888874,77.549015,murder,2025-02-06T17:13:00,kanakapura road
9f6258870725,12.972746,77.634814,murder,2025-02-21T07:49:00,indiranagar
427efbac4ee4,13.024732,77.518529,murder,2025-02-20T20:47:00,peenya
822cb42546c5,12.978765,77.638802,murder,2025-02-15T01:52:00,indiranagar
903b7fc28347,12.916639,77.620148,murder,2025-02-19T12:10:00,madiwala
2db1d883f97f,12.959837,77.63288,murder,2025-02-06T20:29:00,domlur
b246c0a262c3,12.936696,77.621548,murder,2025-02-13T11:23:00,koramangala
772454b04a66,12.846722,77.676868,murder,2025-02-24T08:59:00,electronic city
95589138d7cf,12.875755,77.625513,murder,2025-02-24T02:40:00,begur
010c7ad9ce19,13.003034,77.571731,murder,2025-02-18T07:06:00,malleshwaram
b0f8a9a85c0d,12.882047,77.595955,murder,2025-02-05T02:27:00,bannerghatta road
3975a72ce61d,12.921226,77.549237,murder,2025-02-03T19:39:00,banashankari
d6328e45af0b,12.969982,77.756493,murder,2025-02-11T07:09:00,whitefield
5c96fa39bbe1,12.992014,77.55827,murder,2025-02-16T07:53:00,rajajinagar
7d3fad51edbf,12.985953,77.601871,murder,2025-02-06T19:30:00,shivajinagar
908b15b9f2ff,12.913753,77.609962,murder,2025-02-14T14:42:00,btm layout
3162f109b9c7,13.011136,77.577067,murder,2025-02-02T14:58:00,sadashivanagar
0498d12e21c8,12.918423,77.645759,murder,2025-02-26T15:48:00,hsr layout
914ae5616885,12.880524,77.599116,murder,2025-02-19T13:40:00,bannerghatta road
4ea9b477411f,12.958648,77.598877,murder,2025-02-24T09:59:00,richmond town
01b55f8fa313,12.926801,77.542462,murder,2025-02-03T12:02:00,banashankari
4cb7e6aef0cf,12.933823,77.57874,murder,2025-02-02T14:11:00,jayanagar
104e5d8510ba,12.926649,77.590575,murder,2025-02-11T14:05:00,jayanagar
2ddabc2cda00,12.980906,77.608013,murder,2025-02-14T11:13:00,mg road
a4798e20e761,13.011447,77.691904,murder,2025-02-04T21:45:00,kr puram
f913b82abe38,12.939099,77.630189,murder,2025-02-08T22:06:00,koramangala
a1e28f9dc577,12.931372,77.590294,murder,2025-02-08T04:03:00,jayanagar
ce1d5e8262cd,12.97905,77.603363,murder,2025-02-06T17:55:00,shivajinagar
8f4601a33085,13.003077,77.697758,murder,2025-02-27T22:53:00,kr puram
9414f492e3ac,12.989837,77.535733,murder,2025-02-12T14:34:00,basaveshwaranagar
233ec363b93e,13.005015,77.695755,murder,2025-02-23T12:58:00,kr puram
95f2f97e9ff3,12.877632,77.617396,murder,2025-02-17T11:31:00,begur
97f184df734f,12.975079,77.600159,murder,2025-02-07T15:43:00,mg road
5c259d26815b,12.97475,77.645083,murder,2025-02-15T11:27:00,indiranagar
50d709308dcd,13.010507,77.701563,murder,2025-02-16T10:52:00,kr puram
73cc120d5212,12.964211,77.587772,murder,2025-02-16T03:52:00,richmond town
ac16384ae3bb,12.996269,77.570597,murder,2025-02-22T13:55:00,malleshwaram
cf947c56d14c,12.973806,77.755541,murder,2025-02-08T20:47:00,whitefield
3b27db860ffb,12.961749,77.594155,murder,2025-02-23T19:18:00,richmond town
6ef4e8c002cf,12.993343,77.533023,murder,2025-02-14T03:05:00,basaveshwaranagar
d9ca120685a7,13.02876,77.513018,murder,2025-02-19T09:31:00,peenya
57eccfad83e4,12.961817,77.706675,murder,2025-02-07T07:25:00,marathahalli
9afef7af53b1,12.926427,77.617272,murder,2025-02-20T09:27:00,madiwala
2f87a279a373,12.91435,77.62839,murder,2025-02-04T14:39:00,silk board
48112cd3bf5b,13.030881,77.598163,murder,2025-02-22T16:28:00,hebbal
279545a07afa,12.963193,77.706856,murder,2025-02-04T06:20:00,marathahalli
776042353c56,12.908385,77.58251,murder,2025-02-16T15:13:00,jp nagar
01617e1e5989,12.836285,77.67892,murder,2025-02-26T23:32:00,electronic city
1ef61a6fe837,12.980881,77.586992,murder,2025-02-05T13:12:00,cubbon park
ccca2048341f,12.972757,77.749017,murder,2025-02-24T08:53:00,whitefield
48c8b78cb1fe,12.919182,77.545015,murder,2025-02-20T21:41:00,banashankari
eaede249664f,12.958614,77.586263,murder,2025-02-09T15:05:00,richmond town
a819f42892ca,12.992256,77.548289,murder,2025-02-22T23:43:00,rajajinagar
21ea450ccb70,12.990076,77.554566,murder,2025-02-25T23:33:00,rajajinagar
e265b5e1151d,12.927474,77.614416,murder,2025-02-07T22:16:00,madiwala
49827ec602ec,12.961304,77.636354,murder,2025-02-15T11:14:00,domlur
f48bbbc22ddc,12.994427,77.574055,murder,2025-02-21T18:38:00,malleshwaram
583cbc5ff9cd,12.912673,77.620873,murder,2025-02-06T22:31:00,silk board
48893bee27cb,12.981388,77.605856,murder,2025-02-03T09:07:00,shivajinagar
4c6de0f434e1,12.982929,77.585692,murder,2025-02-15T04:43:00,cubbon park
7b59c4ce6548,12.921612,77.603883,murder,2025-02-16T02:36:00,btm layout
50cdcb8d7052,13.004334,77.608759,murder,2025-02-12T16:06:00,frazer town
c616dc822a23,12.906224,77.587119,murder,2025-02-09T18:04:00,jp nagar
290dffaa2ee6,12.978349,77.600629,murder,2025-02-03T05:42:00,mg road
c174870d4697,12.944219,77.587132,murder,2025-02-14T22:46:00,wilson garden
68d7eb928581,12.888739,77.551903,murder,2025-02-01T11:38:00,kanakapura road
286cec3d7aa6,12.912609,77.628824,murder,2025-02-15T05:28:00,silk board
5c1edbf6aa03,12.953745,77.695734,murder,2025-02-26T03:26:00,marathahalli
53e88b3c1525,13.03522,77.514298,murder,2025-02-19T03:30:00,peenya
323b2c15ba1f,12.992524,77.532931,murder,2025-02-06T09:05:00,basaveshwaranagar
19bf97d58c9e,12.970115,77.530043,murder,2025-02-02T15:22:00,vijayanagar
32972d93553b,12.913995,77.684993,murder,2025-02-21T16:13:00,sarjapur road
3f9814c5ebdb,13.028354,77.522494,murder,2025-02-24T20:06:00,peenya
4fb334a8585b,12.990088,77.604201,murder,2025-02-07T05:24:00,shivajinagar
99fbf8ca4d23,12.894847,77.557554,murder,2025-02-12T20:05:00,kanakapura road
293b89e9c2c7,12.962833,77.755321,murder,2025-02-02T11:50:00,whitefield
01aa2292f5b8,12.963533,77.533675,murder,2025-02-11T05:48:00,vijayanagar
aaa4a53be064,12.952522,77.596276,murder,2025-02-10T16:37:00,wilson garden
e2b6fa3fc554,12.965039,77.609994,murder,2025-02-27T13:14:00,brigade road
8e9745248a4b,12.956359,77.633171,murder,2025-02-04T04:24:00,domlur
e07812b92589,13.03643,77.593576,murder,2025-02-05T20:00:00,hebbal
d04fe8fcfdd2,12.878471,77.615132,murder,2025-02-01T14:43:00,begur
c2fd50d34dc7,13.036759,77.594149,murder,2025-02-17T02:56:00,hebbal
4ed529e0d0d5,12.916488,77.679738,murder,2025-02-02T16:15:00,sarjapur road
3f5ac6328e35,12.971533,77.564492,murder,2025-02-16T12:17:00,majestic
8d45081a2c63,12.981224,77.574189,murder,2025-02-05T14:15:00,majestic
db7821bdf5d1,12.973087,77.64066,murder,2025-02-27T22:39:00,indiranagar
4899a1cc8f19,12.982814,77.578131,murder,2025-02-03T07:57:00,majestic
ed4248148c20,13.041487,77.599061,murder,2025-02-16T19:35:00,hebbal
6823a35241bd,13.02558,77.554512,murder,2025-02-16T10:02:00,yeshwanthpur
2c78e57cf391,12.978826,77.610888,murder,2025-02-04T05:32:00,mg road
c64800fd5f13,12.932015,77.550059,murder,2025-02-08T12:19:00,banashankari
9636f3be00c4,12.980518,77.599376,murder,2025-02-01T14:01:00,cubbon park
4a4a0e6216f6,12.990684,77.609287,murder,2025-02-06T19:51:00,shivajinagar
e6640437b7f7,12.88023,77.624818,murder,2025-02-17T12:36:00,begur
a48082f16f43,12.889879,77.595738,murder,2025-02-19T22:42:00,bannerghatta road
0af33b4dfa35,13.0085,77.695145,murder,2025-02-05T04:21:00,kr puram
b862882fae92,12.89102,77.591473,murder,2025-02-24T06:34:00,bannerghatta road
79da31662537,12.921895,77.539824,murder,2025-02-19T15:28:00,banashankari
7b5b4bc958da,12.918365,77.621144,murder,2025-02-05T16:44:00,madiwala
b7587f814e7c,12.973199,77.567906,murder,2025-02-25T09:52:00,majestic
a42ce937a3de,12.980516,77.646958,murder,2025-02-28T10:45:00,indiranagar
0a60b8623d24,13.012555,77.573802,murder,2025-02-01T13:17:00,sadashivanagar
dc6b40fe0191,12.886456,77.594656,murder,2025-02-26T15:50:00,bannerghatta road
fa3c9d06cfaa,12.839581,77.681881,murder,2025-02-05T22:00:00,electronic city
7a0ebd3c01af,13.013514,77.699755,murder,2025-02-08T14:07:00,kr puram
6ec77e0679b5,12.878496,77.621586,murder,2025-02-27T07:16:00,begur
a9cead469182,12.890284,77.595412,murder,2025-02-12T12:16:00,bannerghatta road
3ad04a9bba99,12.986122,77.551091,murder,2025-02-18T22:51:00,rajajinagar
3d2ea3ba8823,12.98754,77.62438,murder,2025-02-08T09:58:00,ulsoor
6cd008a2bbb4,12.924136,77.539805,murder,2025-02-17T23:37:00,banashankari
21fdf6a3d80d,12.913988,77.586825,murder,2025-02-01T11:26:00,jp nagar
f2f051353394,12.908592,77.61559,murder,2025-02-03T14:02:00,bommanahalli
08a7f2f71f4a,12.923745,77.626363,murder,2025-02-05T21:25:00,silk board
b2c22798af4e,12.884717,77.554246,murder,2025-02-12T13:05:00,kanakapura road
c686bb5011c3,13.019408,77.557311,murder,2025-02-04T03:16:00,yeshwanthpur
2964608f9f47,12.883758,77.600263,murder,2025-02-16T06:10:00,bannerghatta road
3b4b18e1682b,12.8787,77.624169,murder,2025-02-03T15:30:00,begur
7bb93e1a052c,12.982242,77.556652,murder,2025-02-06T22:35:00,rajajinagar
32e8e3db04ea,12.910347,77.686532,murder,2025-02-14T16:09:00,sarjapur road
04ded6020486,12.982681,77.541437,murder,2025-02-11T18:33:00,basaveshwaranagar
a680a7c08d0d,12.963121,77.597119,murder,2025-02-02T04:25:00,richmond town
2eb349647803,13.025343,77.51655,murder,2025-02-12T03:50:00,peenya
f01e66fefca7,12.899025,77.622372,murder,2025-02-13T02:26:00,bommanahalli
edf14de530aa,13.016512,77.692807,murder,2025-02-22T02:30:00,kr puram
3b95f737daa4,13.022164,77.552138,murder,2025-02-12T19:42:00,yeshwanthpur
530c3aa6c2f6,12.947778,77.600394,murder,2025-02-09T09:27:00,wilson garden
37bb2511171c,12.908693,77.677345,murder,2025-02-09T01:25:00,sarjapur road
397c223fa2a5,12.973296,77.603773,murder,2025-02-21T15:38:00,mg road
3b2b8a2be0ab,13.026388,77.520603,murder,2025-02-05T09:24:00,peenya
afebb3d21c58,12.973805,77.637803,murder,2025-02-18T14:57:00,indiranagar
b869ef21c850,12.893217,77.561653,murder,2025-02-06T15:18:00,kanakapura road
