id,latitude,longitude,crime_type,timestamp,area_name
2605657fb758,12.925242,77.623229,murder,2021-10-28T11:32:00,madiwala
715891a29723,12.978325,77.598061,murder,2021-10-03T11:55:00,cubbon park
1294b7d01395,12.91607,77.621702,murder,2021-10-05T21:28:00,madiwala
c6f8619a8a52,12.989052,77.625165,murder,2021-10-10T14:49:00,ulsoor
d6c1bda148f6,13.035605,77.511956,murder,2021-10-10T13:22:00,peenya
cde0825c6688,13.016388,77.551208,murder,2021-10-20T12:49:00,yeshwanthpur
1d4b28732e6e,12.948907,77.594029,murder,2021-10-28T06:15:00,wilson garden
7479d1632c15,12.986521,77.553122,murder,2021-10-18T11:41:00,rajajinagar
df37d202849f,12.91404,77.6138,murder,2021-10-21T14:00:00,btm layout
52058eae0a0c,12.975313,77.529732,murder,2021-10-08T17:11:00,vijayanagar
e710f4f58b04,12.96297,77.53235,murder,2021-10-11T11:32:00,vijayanagar
996dfcbc4dca,12.98254,77.633419,murder,2021-10-07T01:01:00,indiranagar
e1eaeb960d9f,12.928862,77.625775,murder,2021-10-03T14:31:00,koramangala
a6f089bb6cb2,12.887213,77.548274,murder,2021-10-07T15:26:00,kanakapura road
053e170d0dcc,12.957843,77.598641,murder,2021-10-19T16:09:00,richmond town
5f1eb8b0e31f,12.983062,77.617405,murder,2021-10-16T11:42:00,ulsoor
1fc56fb91b5c,12.980871,77.627767,murder,2021-10-06T07:27:00,ulsoor
33fe6c93dcda,13.031891,77.593293,murder,2021-10-17T01:34:00,hebbal
5dfc2c14bbc1,13.022548,77.547248,murder,2021-10-01T03:20:00,yeshwanthpur
dbcd3b4aed56,12.834311,77.679779,murder,2021-10-18T01:23:00,electronic city
1b5f9feb1fe8,13.037451,77.598106,murder,2021-10-14T13:49:00,hebbal
bfdaab7b74fe,12.914109,77.673141,murder,2021-10-22T20:59:00,sarjapur road
a042821a599e,12.960207,77.640805,murder,2021-10-27T10:02:00,domlur
a4c5eb3415f2,12.964487,77.536482,murder,2021-10-19T18:17:00,vijayanagar
07f6b9023913,12.838404,77.683595,murder,2021-10-21T02:07:00,electronic city
8cdb08ed2946,12.923619,77.619596,murder,2021-10-14T03:33:00,madiwala
6221bee3dab2,12.972071,77.613371,murder,2021-10-01T18:41:00,brigade road
a9b53af2482c,12.976112,77.526084,murder,2021-10-14T06:54:00,vijayanagar
27ecf5bcf02c,12.895786,77.624461,murder,2021-10-10T05:45:00,bommanahalli
4397fd977041,12.970667,77.526015,murder,2021-10-05T16:11:00,vijayanagar
c30796235cb6,12.986022,77.555029,murder,2021-10-06T00:18:00,rajajinagar
0ea5444e370f,12.981778,77.598448,murder,2021-10-16T00:43:00,shivajinagar
f53095501f18,13.026744,77.546889,murder,2021-10-02T05:54:00,yeshwanthpur
672dab0b59fd,12.928489,77.584972,murder,2021-10-07T17:52:00,jayanagar
2c912302d83e,12.914745,77.60943,murder,2021-10-20T03:27:00,btm layout
3aa0a742674e,12.980038,77.626068,murder,2021-10-19T20:14:00,ulsoor
069507f778c7,12.928335,77.587435,murder,2021-10-23T20:49:00,jayanagar
ffdd373c5763,12.923023,77.605444,murder,2021-10-04T02:07:00,btm layout
3ea669f14a49,12.89238,77.600997,murder,2021-10-13T17:03:00,bannerghatta road
427b03aa28f3,12.970048,77.530531,murder,2021-10-16T08:23:00,vijayanagar
f14a919cdacc,12.953913,77.586424,murder,2021-10-16T19:46:00,wilson garden
1e3bee000816,12.924094,77.628684,murder,2021-10-04T04:31:00,silk board
e92788ec2e6f,12.984004,77.643252,murder,2021-10-06T04:31:00,indiranagar
ba3d401c7a48,12.984347,77.550227,murder,2021-10-07T03:03:00,rajajinagar
b2aff8042de5,12.909022,77.624172,murder,2021-10-13T09:16:00,bommanahalli
440696688d54,12.982401,77.608717,murder,2021-10-13T22:12:00,mg road
07ba2c27cdc4,12.969788,77.572231,murder,2021-10-17T06:26:00,majestic
bf9aef0aa357,12.92954,77.620239,murder,2021-10-27T17:39:00,koramangala
019e3e7d6385,13.029393,77.594976,murder,2021-10-28T19:08:00,hebbal
38473d85fb97,13.097401,77.603014,murder,2021-10-05T09:21:00,yelahanka
0be56d33e2c9,12.931851,77.552693,murder,2021-10-27T06:24:00,banashankari
c338677d4a5d,12.964853,77.633957,murder,2021-10-11T05:25:00,domlur
