id,latitude,longitude,crime_type,timestamp,area_name
30f61916cd45,12.969288,77.604633,murder,2024-04-04T22:59:00,brigade road
8170971683a6,12.994556,77.610683,murder,2024-04-08T23:58:00,frazer town
7c578f964448,12.936228,77.583102,murder,2024-04-08T00:11:00,jayanagar
52791c5826b5,12.903952,77.588507,murder,2024-04-06T11:26:00,jp nagar
aae6760915dd,13.011957,77.575405,murder,2024-04-24T22:13:00,sadashivanagar
11231eaf8a97,12.911321,77.589154,murder,2024-04-24T21:41:00,jp nagar
57b070dc6aee,13.026575,77.553803,murder,2024-04-10T18:02:00,yeshwanthpur
af9c9d7be5ef,12.917855,77.619418,murder,2024-04-16T16:14:00,madiwala
cccb44dcfa95,13.034244,77.524252,murder,2024-04-26T14:33:00,peenya
96994573b639,12.934336,77.627897,murder,2024-04-23T03:22:00,koramangala
f7c170ec8ba8,12.98107,77.587277,murder,2024-04-03T20:24:00,cubbon park
b8454577a1d4,13.016285,77.689831,murder,2024-04-01T19:37:00,kr puram
cde1cc491254,12.971205,77.531375,murder,2024-04-15T13:24:00,vijayanagar
d9f6615096c0,13.030987,77.524785,murder,2024-04-06T16:42:00,peenya
a4587ebcc798,13.031578,77.517081,murder,2024-04-28T02:21:00,peenya
0a3750dc9f3e,12.934607,77.588251,murder,2024-04-10T19:48:00,jayanagar
a16b01ded32c,12.884504,77.562106,murder,2024-04-05T12:52:00,kanakapura road
0a6c1c297f68,12.981843,77.633884,murder,2024-04-05T08:58:00,indiranagar
c5eb0884844d,12.953173,77.59667,murder,2024-04-11T11:11:00,wilson garden
8a8461db0112,12.914066,77.676156,murder,2024-04-22T08:38:00,sarjapur road
f6a5b4c6f68d,13.008768,77.579378,murder,2024-04-02T22:30:00,sadashivanagar
99add923dc67,12.931638,77.625648,murder,2024-04-08T04:46:00,koramangala
73d2183b094c,13.014423,77.694865,murder,2024-04-22T09:20:00,kr puram
9ed98dd4f872,12.983223,77.600696,murder,2024-04-13T15:07:00,shivajinagar
6cf67175ee47,13.106652,77.597272,murder,2024-04-17T05:16:00,yelahanka
9041159793f8,13.014465,77.693493,murder,2024-04-14T14:07:00,kr puram
2a7353f233ad,12.915034,77.61965,murder,2024-04-17T20:55:00,madiwala
03404ab7f437,13.007466,77.586467,murder,2024-04-26T16:22:00,sadashivanagar
e20e459d9646,12.961322,77.702664,murder,2024-04-26T19:05:00,marathahalli
7815c7f6c033,13.105671,77.592215,murder,2024-04-04T16:56:00,yelahanka
13fbc92b07ed,12.975943,77.600255,murder,2024-04-12T22:14:00,brigade road
2dbfe79c099b,12.968129,77.609683,murder,2024-04-03T16:34:00,brigade road
cbc78a108db4,13.023612,77.548128,murder,2024-04-26T15:43:00,yeshwanthpur
53331c748567,12.919908,77.615716,murder,2024-04-11T17:00:00,madiwala
8156aa22a4ee,13.00829,77.690492,murder,2024-04-26T13:36:00,kr puram
1534f0e4f0cb,12.970097,77.570105,murder,2024-04-27T15:27:00,majestic
cd7684963a3c,12.904173,77.677304,murder,2024-04-28T12:01:00,sarjapur road
26b6857932b9,12.905005,77.590376,murder,2024-04-15T10:30:00,jp nagar
e3a24023015a,12.975305,77.575034,murder,2024-04-07T23:43:00,majestic
3caf70ad117f,12.980533,77.62017,murder,2024-04-18T17:04:00,ulsoor
